1	-73156	8745.0453	10.928165
2	-72687	8744.8927	10.927974
3	-72218	8744.7401	10.927783
4	-71748	8744.5875	10.927592
5	-71278	8744.4349	10.927402
6	-70806	8744.2823	10.927211
7	-70336	8744.1297	10.92702
8	-69865	8743.9771	10.92683
9	-69394	8743.8246	10.926639
10	-68922	8743.672	10.926448
11	-68450	8743.5194	10.926258
12	-67978	8743.3668	10.926067
13	-67506	8743.2142	10.925876
14	-67032	8743.0616	10.925686
15	-66560	8742.909	10.925495
16	-66087	8742.7564	10.925304
17	-65614	8742.6039	10.925114
18	-65140	8742.4513	10.924923
19	-64667	8742.2987	10.924732
20	-64193	8742.1461	10.924542
21	-63719	8741.9935	10.924351
22	-63246	8741.8409	10.92416
23	-62771	8741.6883	10.92397
24	-62296	8741.5357	10.923779
25	-61823	8741.3832	10.923588
26	-61348	8741.2306	10.923398
27	-60874	8741.078	10.923207
28	-60400	8740.9254	10.923016
29	-59925	8740.7728	10.922825
30	-59450	8740.6202	10.922635
31	-58976	8740.4676	10.922444
32	-58501	8740.315	10.922253
33	-58026	8740.1624	10.922063
34	-57552	8740.0099	10.921872
35	-57078	8739.8573	10.921681
36	-56603	8739.7047	10.921491
37	-56128	8739.5521	10.9213
38	-55654	8739.3995	10.921109
39	-55180	8739.2469	10.920919
40	-54706	8739.0943	10.920728
41	-54232	8738.9417	10.920537
42	-53758	8738.7892	10.920347
43	-53284	8738.6366	10.920156
44	-52810	8738.484	10.919965
45	-52336	8738.3314	10.919775
46	-51863	8738.1788	10.919584
47	-51390	8738.0262	10.919393
48	-50916	8737.8736	10.919203
49	-50444	8737.721	10.919012
50	-49971	8737.5685	10.918821
51	-49498	8737.4159	10.918631
52	-49026	8737.2633	10.91844
53	-48554	8737.1107	10.918249
54	-48082	8736.9581	10.918058
55	-47610	8736.8055	10.917868
56	-47139	8736.6529	10.917677
57	-46668	8736.5003	10.917486
58	-46196	8736.3478	10.917296
59	-45726	8736.1952	10.917105
60	-45256	8736.0426	10.916914
61	-44786	8735.89	10.916724
62	-44316	8735.7374	10.916533
63	-43846	8735.5848	10.916342
64	-43377	8735.4322	10.916152
65	-42908	8735.2796	10.915961
66	-42440	8735.127	10.91577
67	-41971	8734.9745	10.91558
68	-41503	8734.8219	10.915389
69	-41036	8734.6693	10.915198
70	-40568	8734.5167	10.915008
71	-40102	8734.3641	10.914817
72	-39635	8734.2115	10.914626
73	-39168	8734.0589	10.914436
74	-38703	8733.9063	10.914245
75	-38238	8733.7538	10.914054
76	-37772	8733.6012	10.913864
77	-37307	8733.4486	10.913673
78	-36843	8733.296	10.913482
79	-36379	8733.1434	10.913291
80	-35915	8732.9908	10.913101
81	-35452	8732.8382	10.91291
82	-34990	8732.6856	10.912719
83	-34527	8732.5331	10.912529
84	-34064	8732.3805	10.912338
85	-33603	8732.2279	10.912147
86	-33142	8732.0753	10.911957
87	-32681	8731.9227	10.911766
88	-32220	8731.7701	10.911575
89	-31760	8731.6175	10.911385
90	-31301	8731.4649	10.911194
91	-30842	8731.3123	10.911003
92	-30383	8731.1598	10.910813
93	-29924	8731.0072	10.910622
94	-29466	8730.8546	10.910431
95	-29009	8730.702	10.910241
96	-28552	8730.5494	10.91005
97	-28095	8730.3968	10.909859
98	-27638	8730.2442	10.909669
99	-27183	8730.0916	10.909478
100	-26727	8729.9391	10.909287
101	-26272	8729.7865	10.909097
102	-25818	8729.6339	10.908906
103	-25363	8729.4813	10.908715
104	-24909	8729.3287	10.908524
105	-24456	8729.1761	10.908334
106	-24002	8729.0235	10.908143
107	-23550	8728.8709	10.907952
108	-23097	8728.7184	10.907762
109	-22645	8728.5658	10.907571
110	-22194	8728.4132	10.90738
111	-21742	8728.2606	10.90719
112	-21292	8728.108	10.906999
113	-20840	8727.9554	10.906808
114	-20390	8727.8028	10.906618
115	-19940	8727.6502	10.906427
116	-19491	8727.4977	10.906236
117	-19042	8727.3451	10.906046
118	-18594	8727.1925	10.905855
119	-18145	8727.0399	10.905664
120	-17697	8726.8873	10.905474
121	-17249	8726.7347	10.905283
122	-16802	8726.5821	10.905092
123	-16354	8726.4295	10.904902
124	-15908	8726.2769	10.904711
125	-15462	8726.1244	10.90452
126	-15016	8725.9718	10.90433
127	-14570	8725.8192	10.904139
128	-14124	8725.6666	10.903948
129	-13679	8725.514	10.903757
130	-13234	8725.3614	10.903567
131	-12789	8725.2088	10.903376
132	-12345	8725.0562	10.903185
133	-11901	8724.9037	10.902995
134	-11457	8724.7511	10.902804
135	-11014	8724.5985	10.902613
136	-10570	8724.4459	10.902423
137	-10128	8724.2933	10.902232
138	-9685	8724.1407	10.902041
139	-9242	8723.9881	10.901851
140	-8800	8723.8355	10.90166
141	-8358	8723.683	10.901469
142	-7916	8723.5304	10.901279
143	-7474	8723.3778	10.901088
144	-7033	8723.2252	10.900897
145	-6592	8723.0726	10.900707
146	-6151	8722.92	10.900516
147	-5710	8722.7674	10.900325
148	-5270	8722.6148	10.900135
149	-4829	8722.4623	10.899944
150	-4388	8722.3097	10.899753
151	-3948	8722.1571	10.899563
152	-3508	8722.0045	10.899372
153	-3069	8721.8519	10.899181
154	-2630	8721.6993	10.89899
155	-2190	8721.5467	10.8988
156	-1750	8721.3941	10.898609
157	-1311	8721.2415	10.898418
158	-872	8721.089	10.898228
159	-433	8720.9364	10.898037
160	5	8720.7838	10.897846
161	444	8720.6312	10.897656
162	882	8720.4786	10.897465
163	1320	8720.326	10.897274
164	1759	8720.1734	10.897084
165	2198	8720.0208	10.896893
166	2636	8719.8683	10.896702
167	3074	8719.7157	10.896512
168	3512	8719.5631	10.896321
169	3950	8719.4105	10.89613
170	4388	8719.2579	10.89594
171	4826	8719.1053	10.895749
172	5263	8718.9527	10.895558
173	5700	8718.8001	10.895368
174	6138	8718.6476	10.895177
175	6576	8718.495	10.894986
176	7014	8718.3424	10.894796
177	7451	8718.1898	10.894605
178	7888	8718.0372	10.894414
179	8326	8717.8846	10.894223
180	8763	8717.732	10.894033
181	9200	8717.5794	10.893842
182	9638	8717.4269	10.893651
183	10075	8717.2743	10.893461
184	10512	8717.1217	10.89327
185	10949	8716.9691	10.893079
186	11386	8716.8165	10.892889
187	11824	8716.6639	10.892698
188	12261	8716.5113	10.892507
189	12698	8716.3587	10.892317
190	13135	8716.2061	10.892126
191	13572	8716.0536	10.891935
192	14010	8715.901	10.891745
193	14446	8715.7484	10.891554
194	14884	8715.5958	10.891363
195	15321	8715.4432	10.891173
196	15758	8715.2906	10.890982
197	16195	8715.138	10.890791
198	16632	8714.9854	10.890601
199	17070	8714.8329	10.89041
200	17507	8714.6803	10.890219
201	17944	8714.5277	10.890029
202	18382	8714.3751	10.889838
203	18818	8714.2225	10.889647
204	19256	8714.0699	10.889456
205	19693	8713.9173	10.889266
206	20130	8713.7647	10.889075
207	20568	8713.6122	10.888884
208	21005	8713.4596	10.888694
209	21442	8713.307	10.888503
210	21880	8713.1544	10.888312
211	22317	8713.0018	10.888122
212	22754	8712.8492	10.887931
213	23192	8712.6966	10.88774
214	23629	8712.544	10.88755
215	24066	8712.3915	10.887359
216	24504	8712.2389	10.887168
217	24942	8712.0863	10.886978
218	25379	8711.9337	10.886787
219	25816	8711.7811	10.886596
220	26254	8711.6285	10.886406
221	26691	8711.4759	10.886215
222	27129	8711.3233	10.886024
223	27566	8711.1707	10.885834
224	28004	8711.0182	10.885643
225	28442	8710.8656	10.885452
226	28879	8710.713	10.885262
227	29316	8710.5604	10.885071
228	29754	8710.4078	10.88488
229	30192	8710.2552	10.884689
230	30629	8710.1026	10.884499
231	31066	8709.95	10.884308
232	31504	8709.7975	10.884117
233	31942	8709.6449	10.883927
234	32379	8709.4923	10.883736
235	32817	8709.3397	10.883545
236	33254	8709.1871	10.883355
237	33692	8709.0345	10.883164
238	34129	8708.8819	10.882973
239	34566	8708.7293	10.882783
240	35004	8708.5768	10.882592
241	35441	8708.4242	10.882401
242	35878	8708.2716	10.882211
243	36316	8708.119	10.88202
244	36753	8707.9664	10.881829
245	37190	8707.8138	10.881639
246	37628	8707.6612	10.881448
247	38064	8707.5086	10.881257
248	38502	8707.3561	10.881067
249	38938	8707.2035	10.880876
250	39376	8707.0509	10.880685
251	39812	8706.8983	10.880494
252	40250	8706.7457	10.880304
253	40686	8706.5931	10.880113
254	41122	8706.4405	10.879922
255	41560	8706.2879	10.879732
256	41996	8706.1353	10.879541
257	42432	8705.9828	10.87935
258	42869	8705.8302	10.87916
259	43306	8705.6776	10.878969
260	43742	8705.525	10.878778
261	44178	8705.3724	10.878588
262	44614	8705.2198	10.878397
263	45050	8705.0672	10.878206
264	45486	8704.9146	10.878016
265	45922	8704.7621	10.877825
266	46358	8704.6095	10.877634
267	46794	8704.4569	10.877444
268	47228	8704.3043	10.877253
269	47664	8704.1517	10.877062
270	48100	8703.9991	10.876872
271	48534	8703.8465	10.876681
272	48970	8703.6939	10.87649
273	49404	8703.5414	10.8763
274	49839	8703.3888	10.876109
275	50274	8703.2362	10.875918
276	50708	8703.0836	10.875727
277	51143	8702.931	10.875537
278	51576	8702.7784	10.875346
279	52011	8702.6258	10.875155
280	52444	8702.4732	10.874965
281	52878	8702.3207	10.874774
282	53312	8702.1681	10.874583
